id,minutes attended
13895,1.6666666666666667
13896,1.6666666666666667
13897,1.6666666666666667
13899,519.5000000000000000
13900,519.5000000000000000
13901,519.5000000000000000
13903,318.6666666666666667
13904,318.6666666666666667
13905,318.6666666666666667
13906,318.6666666666666667
13911,50.8333333333333333
13912,50.8333333333333333
13913,50.8333333333333333
13914,50.8333333333333333
13935,52.0000000000000000
13936,52.0000000000000000
13937,52.0000000000000000
13938,52.0000000000000000
13955,30.1666666666666667
13956,30.1666666666666667
13957,30.1666666666666667
13958,30.1666666666666667
13971,81.5000000000000000
13972,81.5000000000000000
13973,81.5000000000000000
13974,81.5000000000000000
13987,319.3333333333333333
13988,319.3333333333333333
13989,319.3333333333333333
13995,58.8333333333333333
13996,58.8333333333333333
13997,58.8333333333333333
13999,6.1666666666666667
14000,6.1666666666666667
14001,6.1666666666666667
14011,282.0000000000000000
14012,282.0000000000000000
14013,282.0000000000000000
14015,456.0000000000000000
14016,456.0000000000000000
14017,456.0000000000000000
14019,2.0000000000000000
14020,2.0000000000000000
14021,2.0000000000000000
14023,197.1666666666666667
14024,197.1666666666666667
14025,197.1666666666666667
14026,197.1666666666666667
14031,0.50000000000000000000
14032,0.50000000000000000000
14033,0.50000000000000000000
14035,664.1666666666666667
14036,664.1666666666666667
14037,664.1666666666666667
14055,292.3333333333333333
14056,292.3333333333333333
14057,292.3333333333333333
14071,0.50000000000000000000
14072,0.50000000000000000000
14073,0.50000000000000000000
14074,0.50000000000000000000
14119,11.3333333333333333
14120,11.3333333333333333
14121,11.3333333333333333
14163,47.3333333333333333
14164,47.3333333333333333
14165,47.3333333333333333
14167,0.33333333333333333333
14168,0.33333333333333333333
14169,0.33333333333333333333
14171,306.6666666666666667
14172,306.6666666666666667
14173,306.6666666666666667
14175,1.1666666666666667
14176,1.1666666666666667
14177,1.1666666666666667
14179,120.8333333333333333
14180,120.8333333333333333
14181,120.8333333333333333
14195,42.0000000000000000
14196,42.0000000000000000
14197,42.0000000000000000
14211,0.33333333333333333333
14212,0.33333333333333333333
14213,0.33333333333333333333
14215,252.0000000000000000
14216,252.0000000000000000
14217,252.0000000000000000
14227,290.1666666666666667
14228,290.1666666666666667
14229,290.1666666666666667
14239,323.5000000000000000
14240,323.5000000000000000
14241,323.5000000000000000
14243,298.8333333333333333
14244,298.8333333333333333
14245,298.8333333333333333
14287,0.66666666666666666667
14288,0.66666666666666666667
14289,0.66666666666666666667
14291,15.0000000000000000
14292,15.0000000000000000
14293,15.0000000000000000
14303,270.6666666666666667
14304,270.6666666666666667
14305,270.6666666666666667
14311,30.5000000000000000
14312,30.5000000000000000
14313,30.5000000000000000
14315,245.1666666666666667
14316,245.1666666666666667
14317,245.1666666666666667
14319,95.0000000000000000
14320,95.0000000000000000
14321,95.0000000000000000
14323,36.8333333333333333
14324,36.8333333333333333
14325,36.8333333333333333
14331,26.3333333333333333
14332,26.3333333333333333
14333,26.3333333333333333
14335,51.0000000000000000
14336,51.0000000000000000
14337,51.0000000000000000
14339,0.16666666666666666667
14340,0.16666666666666666667
14341,0.16666666666666666667
14343,245.5000000000000000
14344,245.5000000000000000
14345,245.5000000000000000
14371,264.3333333333333333
14372,264.3333333333333333
14373,264.3333333333333333
14375,319.1666666666666667
14376,319.1666666666666667
14377,319.1666666666666667
14387,630.8333333333333333
14388,630.8333333333333333
14389,630.8333333333333333
14390,630.8333333333333333
14399,13.5000000000000000
14400,13.5000000000000000
14401,13.5000000000000000
14402,13.5000000000000000
14403,102.8333333333333333
14404,102.8333333333333333
14405,102.8333333333333333
14406,102.8333333333333333
14415,32.6666666666666667
14416,32.6666666666666667
14417,32.6666666666666667
14419,320.0000000000000000
14420,320.0000000000000000
14421,320.0000000000000000
14422,320.0000000000000000
14427,317.0000000000000000
14428,317.0000000000000000
14429,317.0000000000000000
14430,317.0000000000000000
14443,319.1666666666666667
14444,319.1666666666666667
14445,319.1666666666666667
14446,319.1666666666666667
14451,16.8333333333333333
14452,16.8333333333333333
14453,16.8333333333333333
14454,16.8333333333333333
14475,149.3333333333333333
14476,149.3333333333333333
14477,149.3333333333333333
14478,149.3333333333333333
14479,20.6666666666666667
14480,20.6666666666666667
14481,20.6666666666666667
14482,20.6666666666666667
14483,52.3333333333333333
14484,52.3333333333333333
14485,52.3333333333333333
14486,52.3333333333333333
14487,257.0000000000000000
14488,257.0000000000000000
14489,257.0000000000000000
14490,257.0000000000000000
14491,97.0000000000000000
14492,97.0000000000000000
14493,97.0000000000000000
14494,97.0000000000000000
14507,38.1666666666666667
